Assamese_Sentence	English_Translation
উল্লেখ্য যে, উক্ত জনগোষ্ঠীয় সাংস্কৃতিক সমাৰোহখনিত উপস্থিত থকাৰ কথা আছিল আছুৰ মূখ্য উপদেষ্টা সমুজ্জ্বল কুমাৰ ভট্টাচাৰ্য্য, সভাপতি দিপাংক কুমাৰ নাথ, সাধাৰণ সম্পাদক লুৰীণজ্যোতি গগৈসহ বিশিষ্ট সাংবাদিক অদীপ ফুকনৰ লগতে সাংস্কৃতিক ক্ষেত্ৰখনৰ লগত জৰিত কেইবাগৰাকীও কণ্ঠশিল্পী আৰু অভিনেত্ৰী।	It may be mentioned that AASU chief advisor Samujjal Kumar Bhattacharyya, president Dipanka Kumar Nath, general secretary Lurinjyoti Gogoi, noted journalist Odip Phukan along with several singers and actresses associated with the cultural field were supposed to be present at the ethnic cultural meet.
এই প্ৰতিযোগিতাত ৭৮ টা সোণ, ৭৭ টা ৰূপ, ১০১ টা ব্ৰঞ্জৰ পদকেৰে প্ৰথম স্থান দখল কৰে মহাৰাষ্ট্ৰই।	Maharashtra finished first in the event with 78 gold, 77 silver, and 101 bronze medals.
বুধবাৰে বিয়লি প্রায় চাৰি বজাত নিমাতীঘাটৰ সমীপতে ব্রহ্মপুত্রৰ বুকুত সংঘটিত হ’ল এই হূদয়বিদাৰক দুর্ঘটনা৷	The tragic accident took place on Wednesday at around 4 pm near Nimatighat on the Brahmaputra.
প্ৰত্যক্ষদৰ্শীৰ ভাষ্য অনুসৰি সেই সময়ত আছু নেতা আজিত আলীয়ে বিজেপি নেতাজনৰ দেহত উপৰ্য্যুপৰি প্ৰহাৰ কৰাৰ বিপৰীতে ধনঞ্জয় মেধী আৰু পবন কলিতাই কাজিয়া ভঙাৰ বাবেহে চেষ্টা চলাইছিল।	According to eyewitnesses, at that time, AASU leader Ajit Ali hit the body of the BJP leader while Dhananjay Medhi and Pavan Kalita tried to break the scaffolding.
গাংগুলীৰ এই কৃতিত্বৰ বাবে সমগ্ৰ দেশ গৌৰৱান্বিত হোৱাৰ লগতে এনেধৰণৰ উদযাপন তেওঁৰ দৰে এজন অধিনায়কক সু-শোভিতহে কৰে বুলিও অনুষ্ঠানটোৰ সঞ্চালক অমিতাভ বচ্চনে প্ৰশংসা কৰিছিল।	The entire nation was proud of Ganguly's achievement and the host Amitabh Bachchan praised the fact that such a celebration is only fitting of a captain like him.
সেই সময়তে একাংশ প্ৰতিবাদকাৰীয়ে তেওঁৰ বাহন ৰখাই প্ৰতিবাদ সাব্যস্ত কৰে।	At the same time, some protesters stopped his vehicle and staged a protest.
বিশ্ববিদ্যালয় সমূহক প্ৰথম পৰ্যায়ত ২০০ কোটি টকাকৈ প্ৰদান কৰিব লাগে।	Universities should be given Rs 200 crore in the first phase.
ক’ভিড–১৯ৰ পৰা মুক্ত হ’ল কোকিলকণ্ঠী গায়িকা লতা মংগেশকাৰ	Kokilkanti singer Lata Mangeshkar recovers from COVID-19
নগাঁৱৰ লগতে ৰাজ্যখনত সৰ্বমুঠ দহখন উৰনীয়া সেতুঁ নিৰ্মাণৰ বাবে অনুমোদন জনাইছে ৷	Along with Nagaon, the state has approved the construction of a total of ten flyovers.
অষ্ট্রেলিয়াৰ ছিডনীস্থিত নিউ ছাউথ ৱেল্ছ বিশ্ববিদ্যালয়ৰ শেহতীয়া এক অধ্যয়নত প্রকাশ পাইছে এই তথ্য৷	This was revealed in a recent study by the University of New South Wales in Sydney, Australia.
জানিব পৰা মতে চোৰে কম্পিউটাৰৰ চি পি ইউ , পানী উত্তোলন কৰা মেচিন , ফেন আদিকে ধৰি বিভিন্ন আচবাব চুৰি কৰি নিয়ে ৷	The thieves reportedly stole various furniture, including the computer's CPU, water lifting machine, fan, etc.
এতিয়া সংশ্লিষ্ট বিষয়া কৰ্মচাৰীসকলেও এয়া জাতীয় দায়িত্ব হিচাপে গণ্য কৰি কাম কৰক ,যাতে এজনো অবৈধ নাগৰিকৰ নাম সন্নিবিষ্ট নহয়।	Now the concerned officers and employees should also work considering this as a national responsibility, so that not a single illegal citizen is named.
চলিত বর্ষত ৫৭খন স্থানীয় নগৰ নিকায় আৰু চাৰিটা উন্নয়ন প্রাধিকাৰী সামৰি ২৬খন জিলাত গৃহ শিলান্যাস সমাৰোহৰ আয়োজন কৰা হৈছে৷	In the current year, house-laying ceremonies have been organized in 26 districts covering 57 local urban bodies and four development authorities.
এটা ইটাভাটাৰো মালিক মিলন বৰা।	Milan Bora is also the owner of a brick kiln.
২৫ ছেপ্তেম্বৰত টীম ৰত্মাৰ টীয়কৰ জাতীয় বিদ্যালয়ৰ প্ৰাঙ্গনত আবেলি  ৩.৩০ বজাত উপস্থিত হবহি টীয়ক চিনে ক্লাৱৰ উদ্যোগত টীয়ক জাতীয় বিদ্যালয় আৰু জ্ঞানপীঠ একাডেমীৰ সহযোগত আয়োজন কৰা এক অন্তৰংগ আলাপ অনুষ্ঠানত।	On 25th September, Team Ratmar will be present at 3: 30 pm in the premises of National School, Bareilly in an interactive session organized by Bareilly Cine Club in association with Bareilly National School and Jnanpith Academy.
তেনেদৰে মালিগাওঁ চাৰিআলিৰ পৰা পাণ্ডু হৈ আদাবাৰী তিনিআলিলৈকে পথৰ দুয়োকাষে পেহৰেৰে আলোকিত কৰি ৰখা হয়।	Similarly, both sides of the road from Maligaon Chariali to Adabari triple lane via Pandu are illuminated with lights.
প্ৰশাসনে সেই সময়তে একাংশ লালীগুড় আৰু চুলাই বেপাৰীৰ বিৰুদ্ধে ব্যৱস্থা ললেও ক্ষতিগ্ৰস্ত এলেকাৰ বাহিৰে আনবোৰ অঞ্চলত প্ৰশাসনৰ জ্ঞাতসাৰেই এতিয়াও চলি আছে অবৈধ সুৰাৰ বেহা।	Though the administration took action against a few liquor traders in Laliguda and Chulai at the same time, the illicit liquor trade is still going on in the areas other than the affected areas with the knowledge of the administration.
অসম চুক্তি ৰূপায়ণ মন্ত্ৰী অতুল বৰাৰ অধ্যক্ষতাত অনুস্থিত আজিৰ এই সভাখনত অসম চৰকাৰৰ তথ্য আৰু জনসংযোগ বিভাগৰ মন্ত্ৰী তথা উপ সমিতিৰ সদস্য পীযুষ হাজৰীকাইও অংশ লয়।	Today's meeting, chaired by Assam Accord Implementation Minister Atul Bora, also saw the participation of Piyush Hazarika, Minister of Information and Public Relations, Government of Assam, and a member of the sub-committee.
যাৰ বাবে পূৰ্বৰ তুলনাত মাটি চাকিৰ বিক্ৰী কম হৈছে ।	Due to which there has been less sale of earthen lamps as compared to earlier.
মামু হাজৰিকাই ইউক্ৰেইনৰ ভয়াৱহতাৰ কথা বৰ্ণনা কৰি কয়, “তাত প্ৰতি পদে পদে মানুহক মৃত্যু ভয়ে খেদি ফুৰিছে।	"Mamu Hazarika described the horror in Ukraine, ""Every now and then, people are being chased for fear of death there."
এটা বছৰলৈ মানুহ ৰেষ্টত থাকিব লাগে ৷	People have to stay in the resort for a year.
ঘটনাস্থলীত এতিয়ালৈক উপস্থিত হোৱা নাই আৰক্ষীৰ লোক।	No police personnel were present at the spot at the time of the incident.
গুৱাহাটীস্থিত এ,ই ইভেণ্টছ এণ্ড এন্টাৰটেইনমেণ্ট প্ৰাইভেট লিমিটেড নামৰ এটা অনুষ্ঠানে ২০২২ বৰ্ষৰ বাবে শ্ৰেষ্ঠ সমাজ সেৱিকা প্ৰদান কৰিছে শিক্ষয়িত্ৰী গৰাকীক।	A Guwahati-based event named A, E Events and Entertainment Pvt Ltd has awarded the best social worker for the year 2022 to the teacher.
ভাত নোহোৱাকৈ খুব কমজনেহে চলিব পাৰে।	Very few people can go without rice.
সংবিধানৰ মুল আধাৰকে বিপন্ন কৰিলে।	It undermines the basic structure of the Constitution.
